 	Area	X	Y
1	10	383.600	5.100
2	22	313.545	13.818
3	22	326.364	15.636
4	29	414.362	22.638
5	31	362.919	39.468
6	4	301	56
7	36	399.222	59.861
8	21	411.071	58.690
9	37	323.122	61.689
10	34	408.441	104.941
11	39	349.551	106.474
12	40	292.550	128.925
13	36	375.639	129.111
14	26	322.231	130.192
15	34	405.882	139.353
16	31	360.468	154.661
17	21	396.833	160.595
18	26	302.346	176.462
19	27	302.981	187.056
20	29	332.638	190.190
21	31	355.403	197.210
22	35	368.157	211.614
23	20	351.550	239.850
24	13	327.038	244.500
25	39	312.987	255.731
26	31	367.823	257.887
27	22	376.818	272.682
28	28	270.250	274.500
29	12	372.167	280
30	21	300.357	294.595
31	30	278.500	307.700
32	10	267.900	315.200
33	36	328.194	327.194
34	40	370.825	332.400
35	28	280.607	344.179
36	31	335.500	360.468
37	7	276.786	359.643
38	15	326.100	360.100
39	28	370.357	365.571
40	22	302.773	375.091
41	19	323.447	377.763
42	7	377.929	382.214
43	15	292.567	385.233
44	19	346.026	389.553
45	36	255.889	407.861
46	25	305.500	421.340
47	35	341.014	430.871
48	38	321.474	448.947
49	32	279.125	451.406
50	20	264.050	454.250
51	4	341.750	452
52	28	314.500	481.107
53	28	251.750	482.929
54	31	286.597	483.113
55	32	356.750	494.469
56	21	330.548	494.262
57	23	318.326	510.804
58	13	257.346	513.962
59	26	349.462	532.038
60	28	319.571	537.643
61	32	250.344	549.844
62	22	330.136	561.182
63	37	281.635	565.338
64	7	227.071	580.500
65	16	249.750	586.500
66	29	291.362	589.741
67	41	329.598	597.427
68	9	246.722	598.833
69	35	232.386	624.929
70	23	302.717	630.196
71	42	286.857	644.071
72	17	340.912	644.618
73	4	263.750	645.750
74	22	274.318	655.909
75	11	293.591	660.682
76	8	343.250	668.125
77	17	229.206	672.676
78	17	275.147	684.559
79	32	302.250	690.094
80	9	279.278	698.056
81	35	321.157	708.957
82	5	260.300	708.500
83	25	270.940	713.100
84	40	231.400	721.300
85	6	287.667	720
86	13	293.192	728.192
87	15	249.167	750.633
88	48	306.292	750.667
89	36	247	758.556
90	43	319.826	778.802
91	5	206.700	779.300
92	15	243.167	795.767
93	32	279	807.781
94	31	244.468	817.952
95	15	306.300	819.767
96	21	262.405	842.690
97	35	270.243	862.100
98	6	307	859.500
99	12	315.417	873.333
100	18	241.500	875.111
101	34	297.441	875.647
102	35	257.414	880.643
103	19	210.500	881.605
104	8	187.375	885.750
105	22	202.955	899.591
106	17	279.500	914.206
107	41	297.939	919.744
108	23	223.283	924.717
109	27	205.315	932.278
110	30	243.467	941.600
111	8	179.375	943.750
112	10	258.600	945.400
113	17	205.324	948.559
114	22	190.591	952.591
115	36	262.028	953.333
116	23	190.109	973.065
117	40	292.325	1005.125
118	35	188.329	1021.100
119	34	222.088	1030.588
120	44	238	1040.023
121	9	205.167	1049.500
122	15	186.633	1060.967
123	19	213.342	1066.868
124	19	272.921	1067.658
125	29	242.224	1078.466
126	9	288.167	1080.056
127	30	268.600	1085.033
128	36	195.333	1087.028
129	30	178.100	1107.067
130	13	239.346	1109.577
131	30	210.500	1116.400
132	19	281.132	1128.395
133	36	202.083	1158.056
134	11	262.318	1163.773
135	30	220.133	1178.167
136	38	266.658	1178.895
137	7	162.214	1179.357
138	28	148.607	1185.750
139	16	197.812	1190.438
140	18	180.556	1201.333
141	28	229.143	1206.036
142	33	267.197	1208.470
143	25	185.420	1210.940
144	18	235.111	1219.944
145	26	174.731	1226.269
146	12	258.917	1231
147	28	182.607	1234.893
148	13	213.115	1240.346
149	34	252.706	1252.265
150	30	241.167	1261.700
151	9	244.722	1275.167
152	26	195.038	1287.269
153	32	207.219	1293.469
154	21	224.310	1292.833
155	15	226.100	1317.167
156	34	162	1329.500
157	21	143.405	1337.357
158	35	225.071	1337.814
159	31	141.532	1354.339
160	46	175.130	1355.022
161	20	248.400	1371.400
162	16	135.688	1371.688
163	4	184.750	1389.250
164	36	215.417	1393.778
165	15	159.567	1413.633
166	44	228.159	1432.591
167	39	208.577	1433.013
168	11	161.318	1444.955
169	6	177.167	1457.167
170	8	164.875	1461.625
171	9	227.500	1475.833
172	9	211.056	1483.278
173	47	187.202	1490.755
174	41	158.524	1490.988
175	40	116.575	1503.475
176	38	137.421	1508
177	37	224.095	1514.230
178	17	210.971	1524.382
