 	Area	X	Y
1	16	308.938	11.062
2	21	321.881	12.595
3	8	408.375	19.125
4	36	278.917	37.167
5	35	358.814	36.700
6	40	394.750	56.600
7	35	319.043	58.500
8	22	275.136	84.591
9	39	345.603	103.295
10	37	288.311	125.770
11	26	318.192	126.769
12	34	371.500	126
13	29	356.293	151.362
14	11	254.500	152.773
15	23	297.978	173.761
16	25	263.060	180.820
17	29	298.707	183.845
18	31	328.500	187.081
19	16	267	187.562
20	24	351.500	193.708
21	35	363.986	207.986
22	18	242	222.278
23	20	347.650	237.150
24	11	322.227	241.500
25	17	252.735	243.147
26	43	308.919	252.453
27	15	362.033	254.767
28	26	256.462	256.538
29	13	231.577	271.346
30	33	265.773	271.470
31	20	295.750	291.300
32	32	274.406	304.656
33	6	251.333	304.667
34	9	263.611	312.167
35	41	323.963	323.744
36	8	229.250	333.875
37	26	276.308	341.154
38	32	331.406	356.812
39	8	272.500	356.250
40	18	321.611	356.944
41	21	298.548	371.167
42	21	319.167	374.405
43	28	234.857	378.071
44	15	288.433	381.767
45	38	251.895	404.474
46	12	209.500	404
47	27	301.167	418.167
48	25	213.900	425.180
49	35	235.614	441.871
50	38	317.211	445.395
51	25	202.900	447.260
52	32	274.625	448.438
53	20	259.750	450.750
54	26	310.385	478
55	29	247.569	479.707
56	31	282.177	480.048
57	25	192.220	481.380
58	10	313.100	507.200
59	13	253.115	511.115
60	7	196.357	534.786
61	36	201.444	547.528
62	32	246.219	546.969
63	40	277.650	562.050
64	25	221.340	576.780
65	7	175.357	581.071
66	17	245.735	583.029
67	30	287.500	586.433
68	24	169	598.333
69	9	242.056	595.722
70	36	228.361	621.694
71	39	283.192	640.449
72	25	162.500	640.980
73	6	259.667	642.333
74	26	201.615	646.615
75	27	194.685	651.500
76	26	270.154	652.731
77	5	200.900	652.700
78	18	157.167	659.111
79	19	224.868	669.711
80	14	271.071	681.786
81	25	171.540	687.900
82	9	164.167	694.056
83	8	274.375	695.125
84	5	192.900	698.300
85	21	162.262	701.405
86	7	255.786	705.500
87	29	266.879	709.914
88	26	201.115	716.885
89	42	227.429	718.214
90	26	146.577	724.346
91	12	245.333	747
92	34	243.059	755.324
93	5	160.700	776.100
94	22	172	777.318
95	21	181.452	781.024
96	15	239.167	792.767
97	37	189.095	800.689
98	9	126.500	813.833
99	33	240.864	814.136
100	31	131.694	838.048
101	44	177.273	840.045
102	26	162.692	854.654
103	13	179.577	860.885
104	23	132.587	869.065
105	16	237.812	872
106	14	206.714	878.143
107	9	183.833	883.056
108	23	198.935	896.935
109	18	177.944	898.222
110	19	116.816	902.974
111	22	149.273	916.818
112	24	219.625	921.667
113	30	201.567	929.333
114	32	173.781	939.938
115	18	201.611	945.556
116	22	187.318	949.227
117	21	185.976	970.214
118	42	137.833	991.786
119	39	99.551	1007.115
120	38	184.289	1017.789
121	22	112.364	1041.136
122	5	201.700	1045.900
123	56	136.286	1052.875
124	19	183.079	1058.132
125	28	94.179	1074.571
126	37	191.230	1084.176
127	4	112	1091
128	36	148.861	1095.111
129	36	72.917	1103.972
130	30	174.667	1104.467
131	19	131.342	1107.289
132	32	140.344	1136.594
133	43	107.523	1155.547
134	26	65.077	1177.769
135	6	158.167	1176.833
136	39	144.397	1182.346
137	20	177.200	1198.150
138	11	115.955	1208.318
139	9	81.167	1219.389
140	32	171.156	1223.344
141	22	121.727	1223.773
142	28	111.393	1238.500
143	29	129.328	1244.431
144	25	88.580	1248.700
145	11	96.773	1255.591
146	16	126.375	1265.750
147	27	60.870	1268.167
148	13	72.192	1282.577
149	26	122.423	1284.154
150	24	35.792	1301
151	37	42.203	1320.878
152	28	83.464	1335.250
153	20	139.800	1334.650
154	28	64.929	1336.107
155	31	138.081	1351.371
156	29	89.397	1358.362
157	20	97.150	1358.800
158	19	59.395	1365.342
159	13	101.346	1367.038
160	17	131.912	1369.441
161	26	49.577	1388.423
162	44	100.750	1407.705
163	35	33.043	1420.729
164	35	81.214	1423.843
165	7	21.786	1422.500
166	27	83.648	1434.759
167	16	34.250	1452.938
168	33	28.955	1468.409
169	25	71.940	1469.540
170	31	51.210	1488.274
171	48	113.167	1500.500
172	13	80.577	1511.115
173	23	58.152	1513.152
