 	Area	X	Y
1	19	1249.079	15.868
2	29	1233.845	17.707
3	5	1245.900	20.700
4	35	1110.100	30.414
5	33	1153.682	38.076
6	41	1149.500	53.524
7	13	1219.885	62.115
8	23	1115.500	67.022
9	48	1188.083	85.500
10	15	1238.100	86.233
11	39	1125.218	87.577
12	12	1136.500	87.667
13	11	1164.864	87.773
14	23	1166.500	105.674
15	31	1141.403	107.371
16	35	1115.929	123.729
17	37	1226.527	125.851
18	32	1130	138.625
19	32	1106.125	142.750
20	24	1207.958	142.792
21	36	1141.944	148.583
22	22	1205.818	160.591
23	6	1132.333	172.833
24	22	1155.500	177.182
25	8	1159.250	190.125
26	40	1091.325	197.775
27	31	1193.565	197.468
28	20	1097.900	198.600
29	36	1132.056	200.139
30	37	1167.527	224.176
31	33	1087.924	226.833
32	20	1137.150	230.100
33	10	1083	243.700
34	44	1156.432	252.136
35	39	1078.859	272.679
36	44	1204.409	278.341
37	50	1107.980	284.960
38	25	1067.940	289.420
39	39	1190.654	295.192
40	38	1074.368	311.868
41	5	1144.900	329.300
42	25	1156.460	333.900
43	13	1098.115	334.577
44	37	1130.770	344.068
45	22	1155.091	344.545
46	46	1075.783	364.478
47	38	1160.737	364.316
48	4	1160.250	372.750
49	40	1121.075	377.575
50	35	1085.357	387.814
51	18	1106	402
52	18	1141.778	405.556
53	38	1168.658	406.711
54	33	1054.712	420.712
55	36	1124.972	424.694
56	42	1081.381	428.238
57	12	1040.833	435.833
58	36	1138.833	439.167
59	14	1178.571	457.643
60	40	1053.625	466.350
61	8	1162.375	466
62	24	1171.708	468.958
63	20	1103.350	471.550
64	39	1072.346	478.038
65	18	1130.667	484.611
66	18	1057.778	498.722
67	16	1150.812	503.562
68	29	1095.845	506.155
69	32	1164.531	506.062
70	27	1110.722	512.093
71	38	1132.263	517.026
72	18	1068.333	517.556
73	35	1122.014	553.614
74	34	1043.059	555.647
75	28	1162.500	554.357
76	49	1027.520	557.133
77	31	1055.952	561.629
78	21	1142.881	575.548
79	27	1061.833	580.981
80	25	1032.260	588.900
81	33	1089.227	589.470
82	29	1101.810	600.776
83	29	1125.086	602.086
84	7	1115.929	622.500
85	41	1146.524	625.159
86	7	1043.357	637.929
87	41	1083.841	643.988
88	23	1068.761	644.370
89	47	1013.330	648.351
90	37	1054.311	657.338
91	28	1109.929	656.571
92	24	1096.333	669.542
93	4	1065	684
94	21	1140.071	688.548
95	36	1049.306	697.444
96	24	1027.292	715.583
97	31	1068.823	718.210
98	21	1017.833	718.548
99	36	1092.639	721.694
100	34	1013.765	740.647
101	24	1112.708	740.042
102	18	1062.833	743.722
103	22	991.682	746.136
104	36	1046.417	751.222
105	17	1111.971	754.147
106	316	1020.095	769.263
107	6	1081.333	758.500
108	16	1071.375	760.562
109	19	999.658	765.868
110	23	1091.804	765.935
111	8	1049.875	779
112	26	1008.731	782.846
113	32	1018.906	802.375
114	28	1107.357	804.286
115	20	1065.400	804.450
116	31	1050.855	809.242
117	29	1116.224	817.155
118	16	981.875	819.188
119	25	1085.700	822.500
120	18	1043.611	829.556
121	26	986.654	833.346
122	12	1090	847
123	21	1045.500	851.500
124	11	997.136	857.864
125	20	1064.350	865.900
126	25	1086.740	867.780
127	23	1107.804	873.370
128	15	1009.833	876.567
129	34	977.588	880.794
130	44	1018.727	885.386
131	26	1046.231	885.231
132	25	1094.500	892.140
133	16	1081.562	905.750
134	34	999.176	915.647
135	25	964.300	919.660
136	21	1064.405	920.881
137	23	1043.674	928.065
138	8	995.375	931.625
139	27	987.574	935.241
140	37	1077.824	935.824
141	22	1041.591	954.591
142	32	1021.281	956.531
143	5	1002.700	955.900
144	23	998.804	971.587
145	33	1031.470	979.045
146	32	976.156	998.062
147	31	1089.435	1001.081
148	5	1070.900	1007.700
149	13	976.423	1009.808
150	27	997.019	1014.093
151	31	965.726	1026.823
152	21	1057.500	1025.452
153	11	1023.773	1029.682
154	27	1048.833	1030.389
155	46	1011.739	1052.543
156	12	1083.917	1052.750
157	37	972.716	1059.500
158	22	1059.500	1059
159	18	1070.389	1071.444
160	37	949.824	1076.500
161	7	998.929	1078.643
162	19	1011.868	1084.658
163	45	1051.278	1090.744
164	36	973.278	1095.806
165	31	1008.758	1100.274
166	35	970.586	1132.786
167	12	960.750	1132.167
168	31	1054.887	1134.339
169	37	941.095	1144.716
170	30	1004.500	1153.400
171	28	1035.107	1168.071
172	32	1024.281	1172.062
173	40	1000.775	1179.875
174	6	978.500	1181.833
175	32	955.062	1207.531
176	26	979.346	1208.885
177	32	1022.750	1211.594
178	18	1055.222	1214.500
179	31	954.726	1228.565
180	29	928.397	1229.845
181	28	1051.036	1231.071
182	17	1042.088	1232.088
183	7	916.071	1241.214
184	39	1004.936	1246.654
185	34	922.147	1249.029
186	15	994.833	1273.633
187	30	960.200	1276.200
188	43	1019.151	1284.360
189	24	962.875	1289.125
190	29	913.638	1303.052
191	26	960.115	1302.500
192	17	965.441	1313.559
193	31	919.694	1318.306
194	32	974.438	1331
195	35	1024.929	1330.557
196	25	990.460	1334.100
197	4	896.750	1334.500
198	23	995.978	1349.587
199	9	966.611	1352.944
200	24	922.583	1354.833
201	25	945.900	1358.180
202	24	1010.667	1362.208
203	28	959.107	1371.893
204	30	905.800	1378.233
205	33	1004.258	1385.045
206	24	921.917	1389.250
207	26	927.885	1399.500
208	12	969.583	1412.083
209	20	981.350	1415.150
210	9	978.944	1420.611
211	24	948	1422.750
212	10	919.800	1424.200
213	37	884.095	1426.716
214	24	1010.667	1427.750
215	33	996.470	1442.773
216	31	968.887	1453.113
217	42	907.905	1476.214
218	29	962.741	1479.707
219	36	1008.778	1482
220	42	921.714	1491.286
221	40	877.275	1503.450
222	39	974.936	1504.244
223	15	945.633	1520.100
224	4	998.500	1521.250
