 	Area	X	Y
1	33	411.136	12.227
2	32	386.375	36.969
3	27	418.167	43.870
4	8	348.500	44.250
5	26	325.962	51.192
6	10	395	54.700
7	31	411.919	57.855
8	24	343.542	57.917
9	29	414.431	65.293
10	23	349.587	77.022
11	17	370.794	83.794
12	28	301.500	99.250
13	14	344.429	100.357
14	21	354.786	101.833
15	16	391.375	112.812
16	9	362.167	114.944
17	23	402.761	116.457
18	20	300.300	135.650
19	27	394.130	146.093
20	34	314.941	153.029
21	4	418.250	156
22	31	359.016	178.177
23	46	338.761	181.174
24	43	402.221	185.453
25	22	294.864	190.909
26	17	302.971	205.324
27	36	333.833	211.889
28	39	374.244	214.577
29	31	357.694	230.081
30	18	282	247.333
31	21	382.548	249.881
32	44	341.386	257.273
33	5	297.500	265.500
34	8	396.125	267.250
35	38	294.105	281.158
36	16	287.438	302.375
37	36	350.944	306.528
38	24	265.083	306.208
39	32	313.500	316.562
40	28	260.964	326.107
41	38	373.500	328
42	33	314.258	357.500
43	19	343.816	356.553
44	33	268.288	366.773
45	21	276.071	373.690
46	31	358.597	375.629
47	20	247.350	381.100
48	35	304.186	389.100
49	20	358.600	389.400
50	6	254.167	394
51	38	277.395	411.500
52	32	245.125	419.969
53	7	269.214	423.500
54	30	294.467	438.033
55	35	329.129	438.843
56	4	322.250	445.750
57	13	267.115	453.654
58	9	299.389	453.722
59	35	244.071	457.871
60	9	330.278	459.056
61	6	269.333	467.833
62	27	253.833	473.019
63	5	239.700	471.900
64	32	317.094	478.188
65	27	325.352	491.833
66	11	313.045	496.864
67	27	298.944	505.167
68	25	231.460	508.780
69	11	340.773	508.227
70	35	337.500	517.243
71	23	283.891	518.804
72	26	260.038	525.808
73	7	276.214	543.786
74	22	268.909	545.818
75	17	277.088	557.559
76	43	309.547	560.221
77	37	245.149	561.635
78	8	236.125	567.375
79	36	331	575.833
80	35	320.243	604.843
81	37	205.905	616.419
82	13	276.346	617.192
83	30	241.900	619.567
84	32	291.031	621.406
85	4	240	631
86	33	257.439	638.045
87	28	291.857	639.393
88	14	303.429	640
89	10	228.300	643.100
90	33	266.348	670.621
91	5	315.500	679.100
92	12	185.417	689.167
93	23	263.065	688.630
94	12	203	690.167
95	31	247.177	693.629
96	26	262.846	713.923
97	11	308.318	714.773
98	27	230.500	718.093
99	20	287.800	728.100
100	28	212.393	731.893
101	35	189.471	737.100
102	4	237.500	745
103	20	244.400	754.850
104	14	256	761
105	12	238.667	766.167
106	41	191.744	789.207
107	21	265.405	796.690
108	32	229.906	799.781
109	7	254.214	808.500
110	26	272.154	815.385
111	32	194.344	821.875
112	22	252.818	823.727
113	27	283.833	828.278
114	22	212.045	832.727
115	37	248.824	855.878
116	42	176.714	866.857
117	26	192.231	880.615
118	23	267.587	883.630
119	18	170.278	887.222
120	22	245.182	898.864
121	25	237.820	900.860
122	21	219.929	914.643
123	17	141.618	915.029
124	36	264.417	921.222
125	14	153.357	929.857
126	20	181.400	939.950
127	30	163.467	945.067
128	13	248.577	945.038
129	26	240.192	957.577
130	32	176.781	964.750
131	12	138.750	968.583
132	35	201.471	977.700
133	20	131	985
134	42	238.881	987.143
135	32	223.406	1000.438
136	30	167.600	1014.700
137	6	140.667	1018.333
138	29	123.224	1025.086
139	31	205.339	1029.694
140	33	172.955	1039.652
141	19	180.342	1041.132
142	20	222.650	1066.900
143	22	194.955	1075
144	26	222.846	1088.423
145	39	123.141	1097.654
146	33	170.712	1106.076
147	34	215.412	1105.882
148	32	149.250	1108.750
149	33	199.348	1138.500
150	17	160.912	1152.088
151	35	96.986	1157.386
152	22	207.409	1167.136
153	39	194.269	1182.321
154	35	121.929	1190.100
155	35	135.014	1198.186
156	16	196.938	1200.125
157	33	171.106	1211.288
158	31	158.952	1218.177
159	7	168.929	1221.643
160	33	80.500	1231.167
161	10	205.800	1238.100
162	39	180.397	1249.782
163	34	132.706	1255.265
164	5	145.900	1254.300
165	15	162.567	1265.433
166	20	88.200	1281.550
167	11	68.227	1285.591
168	37	111.500	1304.041
169	29	151.017	1311.672
170	15	95.700	1313.367
171	21	89.929	1315.976
172	30	131.767	1318.967
173	37	174.446	1346.014
174	13	138.115	1347.346
175	37	127.986	1366.419
176	7	51.786	1368.786
177	6	121.333	1378.667
178	26	87.615	1386.577
179	32	160.125	1393.125
180	16	102.375	1393.688
181	15	130.500	1394.700
182	27	151.352	1401.204
183	16	123.125	1403.062
184	35	102.500	1420.271
185	14	65.500	1434.071
186	34	40.882	1440.529
187	11	112.591	1441.136
188	4	44.500	1450
189	32	87.750	1457.438
190	35	128.100	1458.643
191	5	154.900	1473.900
192	25	137.060	1484.780
193	48	82.667	1488.646
194	25	60.020	1498.340
195	34	32.588	1510.529
196	5	74.300	1512.700
197	29	115.569	1519.603
198	17	149.029	1525.029
