 	Area	X	Y
1	38	2040.184	7.368
2	33	1974.621	11.197
3	41	1929.817	24.280
4	17	2001.088	30.324
5	43	1934.709	41.709
6	31	1976.371	45.532
7	7	1980.214	54.071
8	26	1946.769	63.115
9	28	1977.714	65.964
10	14	1955.500	66.357
11	24	1941.583	77.292
12	33	1995.985	79.955
13	5	1959.900	80.500
14	32	1997.625	90.469
15	20	1949.550	91.100
16	39	2024.885	92.833
17	32	1922.812	101.031
18	34	2002.265	123.235
19	31	1945.855	132.532
20	40	1910.175	142.400
21	24	1961.292	142.833
22	37	2002.986	146.851
23	15	1918.900	146.833
24	20	1971.850	157.100
25	34	1937.353	180.324
26	23	1969.848	178.891
27	38	1944.816	214.132
28	19	2017.184	214.184
29	40	1907.900	224.775
30	35	1974.071	231.871
31	30	1994.933	231.400
32	39	1916.115	234.244
33	25	1984.740	255.140
34	10	1987.700	261
35	45	1950.589	263.989
36	40	1895.800	267.875
37	26	2002.615	273.077
38	10	1909.300	278.600
39	38	1969.500	287.158
40	26	1948.923	288.115
41	34	1895	313.029
42	15	1902.367	310.900
43	43	1981.756	327.314
44	4	1977.250	336.500
45	57	1872.114	340.570
46	15	1930.900	348.033
47	33	1945.652	351.348
48	25	1947.300	363.140
49	43	1902.988	369.430
50	13	1910.346	376.885
51	27	1930.611	395.389
52	28	1854.393	401.964
53	8	1912.125	399.375
54	42	1891.452	409.667
55	15	1926.167	410.300
56	25	1906.180	414.740
57	19	1915.026	419.816
58	17	1962.382	423.676
59	42	1946.738	427.500
60	23	1866.196	442.761
61	40	1918.850	452.700
62	26	1912.615	460
63	9	1960.500	459.056
64	20	1949.550	471.200
65	39	1886.936	476.987
66	13	1858.962	476.192
67	31	1958.758	489.242
68	56	1872.768	498.696
69	11	1840.045	505.045
70	21	1925.119	513.738
71	40	1845.725	517.050
72	10	1860.300	515.400
73	32	1946.531	520.812
74	38	1834.921	540.737
75	26	1884.615	541.346
76	32	1897.719	544.156
77	40	1930.725	547.225
78	25	1928.940	567.780
79	8	1894.125	568.750
80	13	1912.577	573.500
81	54	1854.426	577.241
82	6	1888.333	593
83	7	1851.643	601.786
84	42	1934.619	607.405
85	39	1831.885	614.526
86	39	1845.500	624.859
87	29	1890.948	629.121
88	29	1898.466	646.362
89	12	1933.417	646.833
90	46	1816.913	651.630
91	45	1856.611	655.056
92	11	1864.500	661.045
93	37	1845.716	676.014
94	34	1834.971	680.412
95	37	1889.338	680.851
96	30	1903	682.167
97	31	1865.468	708.790
98	18	1831.444	708.556
99	46	1797.391	727.609
100	42	1860.381	737.929
101	40	1794.825	746.600
102	10	1861.200	747.600
103	44	1893.841	751.682
104	39	1817.064	765.295
105	7	1849.214	773.071
106	15	1906.833	776.033
107	8	1781.250	777.375
108	36	1841.500	781.667
109	12	1898.250	790.917
110	32	1783.781	792.531
111	37	1899.932	803.581
112	42	1796.262	816.643
113	42	1824.976	817.119
114	45	1865.811	820.767
115	27	1810.833	830.722
116	24	1827.625	843.667
117	18	1873.722	848
118	33	1802.652	852.106
119	35	1767.871	857.186
120	37	1861.041	859.392
121	30	1834.967	869.667
122	39	1789.013	871.397
123	53	1793.783	894.500
124	16	1835.062	892.688
125	6	1884.167	901.833
126	16	1755.688	910.875
127	37	1866.149	912.932
128	30	1848.367	923
129	36	1869.417	941.778
130	32	1860.219	954.156
131	36	1777.944	964
132	43	1791.779	967.105
133	43	1819.384	995.360
134	30	1842.667	1004.100
135	43	1802.430	1009.826
136	34	1783.353	1010.294
137	24	1738.333	1014.167
138	39	1831.756	1026.731
139	4	1838.250	1026.250
140	40	1746.675	1041.500
141	50	1789.760	1050.880
142	25	1844.580	1062.820
143	36	1762.639	1068.639
144	43	1823.221	1072.988
145	20	1836.800	1083.100
146	7	1785.214	1096.071
147	41	1731.573	1102.988
148	21	1719.929	1104.119
149	8	1738	1113.125
150	34	1837.088	1123.294
151	40	1795.100	1127.775
152	51	1714.539	1136.069
153	40	1756.700	1144.050
154	42	1804.167	1145.833
155	36	1732.722	1172.333
156	11	1804.500	1174.409
157	33	1749.530	1180.136
158	29	1754.086	1187.190
159	52	1804.212	1188.231
160	31	1810.758	1207.629
161	5	1765.300	1207.900
162	47	1749.521	1222.521
163	4	1738.500	1220.750
164	16	1820.062	1226.812
165	48	1712.417	1240.250
166	32	1778.906	1245.375
167	27	1770.130	1254.315
168	23	1800.065	1258.022
169	33	1738.258	1277.136
170	8	1756.250	1276.750
171	39	1721.962	1278.705
172	27	1685.167	1280.019
173	41	1772.037	1282.012
174	14	1792.714	1281.429
175	47	1707.309	1301.840
176	31	1779.113	1311.339
177	8	1791.875	1318
178	32	1800.750	1323.438
179	33	1696.045	1329.227
180	22	1741.318	1329.773
181	24	1678.625	1332.250
182	12	1759.167	1339.667
183	36	1679.028	1347.806
184	26	1742.385	1356.923
185	45	1766.989	1361.544
186	16	1714.812	1362.188
187	17	1744.500	1367.441
188	15	1695.967	1368.767
189	23	1717.891	1371.587
190	23	1789.587	1381.674
191	19	1682.026	1390.026
192	28	1767.036	1397.929
193	30	1744.800	1404.833
194	49	1689.847	1420.031
195	21	1720.167	1428.357
196	4	1745	1427.500
197	21	1655.357	1431.262
198	22	1725.864	1434.818
199	33	1737.197	1444.864
200	5	1753.900	1451.700
201	42	1709.952	1456.833
202	37	1651.284	1458.338
203	23	1690.587	1463.065
204	26	1748.808	1466.769
205	10	1761.200	1470.200
206	20	1690.150	1481.700
207	34	1718.735	1488.147
208	19	1681.132	1490.132
209	38	1668.711	1497.579
210	15	1642.567	1498.233
