1.0050e+02 &6.6527e-01 &8.9637e+01 &8.5036e+04 \\
1.0033e+02 &-1.0437e+00 &8.9583e+01 &8.5053e+04 \\
1.0043e+02 &-1.9964e-01 &8.9609e+01 &8.5044e+04 \\
1.0043e+02 &-8.4470e-02 &8.9616e+01 &8.5059e+04 \\
