-7.649987723e+02 &7.318591464e+02 &8.503152258e+04 &-1.822134203e-01 &9.832071122e-01 &-1.010169093e-02 
-4.582158908e+02 &-1.453685608e+03 &8.504365323e+04 &-1.793783976e-01 &9.836525036e-01 &1.584747838e-02 
-6.086035955e+02 &-3.741392289e+02 &8.504412126e+04 &-1.809654504e-01 &9.834847812e-01 &3.031650044e-03 
-6.241081471e+02 &-2.257640798e+02 &8.505726881e+04 &-1.809673168e-01 &9.834882741e-01 &1.282584663e-03 
